question_ref,id,answer,timestamp,user_id,necessary,validity,map_count,question_text,spatial_relationship,noinfo_reason,expected_answer,count
q_0125,324,North East,2025-08-22 04:15:10.34498+00,9,yes,Can be answered,Multi,"All Ambient Air Quality Monitoring Locations are labeled with a code in the format 'AQ #', and all Noise Level Monitoring Locations are labeled with a code in the format 'NL #'. Identify the Air Quality Monitoring Location closest to the Noise Level Monitoring Location 'NL 5'. What is the orientation of this point in relation to 'NL 5'?",Orientation,,North East,3
q_0125,710,North East,2025-08-25 15:29:45.217481+00,11,yes,Can be answered,Multi,"All Ambient Air Quality Monitoring Locations are labeled with a code in the format 'AQ #', and all Noise Level Monitoring Locations are labeled with a code in the format 'NL #'. Identify the Air Quality Monitoring Location closest to the Noise Level Monitoring Location 'NL 5'. What is the orientation of this point in relation to 'NL 5'?",Orientation,,North East,3
q_0125,1059,North East,2025-08-28 03:53:09.86458+00,10,yes,Can be answered,Multi,"All Ambient Air Quality Monitoring Locations are labeled with a code in the format 'AQ #', and all Noise Level Monitoring Locations are labeled with a code in the format 'NL #'. Identify the Air Quality Monitoring Location closest to the Noise Level Monitoring Location 'NL 5'. What is the orientation of this point in relation to 'NL 5'?",Orientation,,North East,3
q_0127,290,GT_2650011,2025-08-21 23:06:02.736624+00,5,yes,Can be answered,Multi,"Each Plankton Sample point is labeled with a code in the format 'Q#', and each Ground Water Well point is labeled with a code in the format 'GT_#'. Which Ground Water Well point is located closest to the Plankton Sample point Q2? Give the code.",Distance,,GT_2650011,3
q_0127,561,GT_2650011,2025-08-24 20:46:14.57144+00,6,yes,Can be answered,Multi,"Each Plankton Sample point is labeled with a code in the format 'Q#', and each Ground Water Well point is labeled with a code in the format 'GT_#'. Which Ground Water Well point is located closest to the Plankton Sample point Q2? Give the code.",Distance,,GT_2650011,3
q_0127,712,GT_2650011,2025-08-25 15:33:51.013772+00,11,yes,Can be answered,Multi,"Each Plankton Sample point is labeled with a code in the format ‘Q#’, and each Ground Water Well point is labeled with a code in the format ‘GT_#’. Which Ground Water Well point is located closest to the Plankton Sample point Q2? Give the code.",Distance,,GT_2650011,3
q_0129,325,East,2025-08-22 04:16:17.288957+00,9,,Can be answered,Single,Identify the westernmost extent of the Mangrove Forest and the southeastern extent of the Coral Reefs in Providence Laguna. What is the orientation of the identified Coral Reef area in relation to the identified Mangrove Forest area?,Orientation,,East,3
q_0129,714,East,2025-08-25 15:37:57.612236+00,11,,Can be answered,Single,Identify the westernmost extent of the Mangrove Forest and the southeastern extent of the Coral Reefs in Providence Laguna. What is the orientation of the identified Coral Reef area in relation to the identified Mangrove Forest area?,Orientation,,East,3
q_0129,1060,East,2025-08-28 03:54:01.331953+00,10,,Can be answered,Single,Identify the westernmost extent of the Mangrove Forest and the southeastern extent of the Coral Reefs in Providence Laguna. What is the orientation of the identified Coral Reef area in relation to the identified Mangrove Forest area?,Orientation,,East,3
q_0130,604,Gleys,2025-08-24 22:51:08.389524+00,3,yes,Can be answered,Multi,TEAGASC identifies 11 'Great Soil Groups' in Ireland. What is the dominant 'Great Soil Group' in the Mid Western region of Ireland?,Within,,Gleys,3
q_0130,650,Gleys,2025-08-25 05:11:51.823223+00,4,yes,Can be answered,Multi,TEAGASC identifies 11 'Great Soil Groups' in Ireland. What is the dominant 'Great Soil Group' in the Mid Western region of Ireland?,Within,,Gleys,3
q_0130,715,Gleys,2025-08-25 15:40:39.321499+00,11,yes,Can be answered,Multi,TEAGASC identifies 11 'Great Soil Groups' in Ireland. What is the dominant 'Great Soil Group' in the Mid Western region of Ireland?,Within,,Gleys,3
q_0131,291,5,2025-08-21 23:07:04.620329+00,5,,Can be answered,Single,"Within the 'BUKIT PASOH' area of the Historic District Chinatown of Singapore, how many 'ENVELOPE CONTROL SITE's are located inside it?",Within,,5,3
q_0131,562,5,2025-08-24 20:49:03.93976+00,6,,Can be answered,Single,"Within the 'BUKIT PASOH' area of the Historic District Chinatown of Singapore, how many 'ENVELOPE CONTROL SITE's are located inside it?",Within,,5,3
q_0131,716,5,2025-08-25 15:41:45.831201+00,11,,Can be answered,Single,"Within the ‘BUKIT PASOH’ area of the Historic District Chinatown of Singapore, how many ‘ENVELOPE CONTROL SITE’s are located inside it?",Within,,5,3
q_0132,97,26; 06,2025-08-21 07:42:30.414685+00,8,,Can be answered,Single,"The Ordnance Survey Ireland divides the country into counties, each labeled with either a number or a number-letter combination. Identify the county labeled '03'. Which counties border it?",Border,,26; 06,3
q_0132,717,26; 06,2025-08-25 15:42:40.776303+00,11,,Can be answered,Single,"The Ordnance Survey Ireland divides the country into counties, each labeled with either a number or a number–letter combination. Identify the county labeled '03'. Which counties border it?",Border,,26; 06,3
q_0132,736,26; 06,2025-08-25 20:37:17.119294+00,7,,Can be answered,Single,"The Ordnance Survey Ireland divides the country into counties, each labeled with either a number or a number-letter combination. Identify the county labeled '03'. Which counties border it?",Border,,26; 06,3
q_0134,605,NO; FR,2025-08-24 22:53:03.470359+00,3,,Can be answered,Single,"Within the region, all islands are labeled in the format 'Island name (country code)'. What are the country codes of the islands that have an Annual mean BaP concentration 'ng/m^3' point in 2017?",Within,,FR; NO,3
q_0134,651,FR; NO,2025-08-25 05:15:29.35191+00,4,,Can be answered,Single,"Within the region, all islands are labeled in the format 'Island name (country code)'. What are the country codes of the islands that have an Annual mean BaP concentration 'ng/m^3' point in 2017?",Within,,FR; NO,3
q_0134,719,FR; NO,2025-08-25 15:49:17.646385+00,11,,Can be answered,Single,"Within the region, all islands are labeled in the format 'Island name (country code)'. What are the country codes of the islands that have an Annual mean BaP concentration 'ng/m^3' point in 2017?",Within,,FR; NO,3
q_0135,292,Pack 05; Pack 07; Pack 08; Pack 09,2025-08-21 23:10:46.768942+00,5,yes,Can be answered,Multi,"In the AIIB Project, the Critical Landslide Sites are divided into two regions: RE North and RE South. The Other Sites are grouped into three 'Group's, each consisting of multiple 'Pack's. Identify the Group located entirely within the 'RE South' region. What are the Pack numbers (with leading zeros) included in this Group?",Within,,05; 07; 08; 09,3
q_0135,563,05; 07; 08; 09,2025-08-24 20:51:24.428154+00,6,yes,Can be answered,Multi,"In the AIIB Project, the Critical Landslide Sites are divided into two regions: RE North and RE South. The Other Sites are grouped into three 'Group's, each consisting of multiple 'Pack's. Identify the Group located entirely within the 'RE South' region. What are the Pack numbers (with leading zeros) included in this Group?",Within,,05; 07; 08; 09,3
q_0135,720,07; 05; 08; 09,2025-08-25 15:52:38.953313+00,11,yes,Can be answered,Multi,"In the AIIB Project, the Critical Landslide Sites are divided into two regions: RE North and RE South. The Other Sites are grouped into three 'Group's, each consisting of multiple 'Pack's. Identify the Group located entirely within the 'RE South' region. What are the Pack numbers (with leading zeros) included in this Group?",Within,,05; 07; 08; 09,3
q_0138,606,Kalwa Rail Yard,2025-08-24 22:56:45.728979+00,3,yes,Map doesn't contain information to answer the question,Multi,"Identify all sensitive features located within the '100m Radius Study Area's of both 'Km 59/37-39 Ambernath (KJT end)' and 'Km 35/3-4 Kalwa FOB'. Among these features, which one is located closest to the railway line?",Distance,Can't see the second image.,Kalwa Rail Yard,3
q_0138,652,Kalwa Rail Yard,2025-08-25 05:22:28.721062+00,4,no,Map doesn't contain information to answer the question,Multi,"Identify all sensitive features located within the '100m Radius Study Area's of both 'Km 59/37-39 Ambernath (KJT end)' and 'Km 35/3-4 Kalwa FOB'. Among these features, which one is located closest to the railway line?",Distance,Second Image isn't loading,Kalwa Rail Yard,3
q_0138,723,Kalwa Rail Yard,2025-08-25 15:58:48.31895+00,11,no,Map doesn't contain information to answer the question,Multi,"Identify all sensitive features located within the '100m Radius Study Area's of both 'Km 59/37-39 Ambernath (KJT end)' and 'Km 35/3-4 Kalwa FOB'. Among these features, which one is located closest to the railway line?",Distance,"The second map failed loading, I can’t see it",Kalwa Rail Yard,3
q_0142,260,"More than 30,000",2025-08-21 21:57:46.117031+00,122,yes,Can be answered,Multi,"In the City of Seattle, which 'Fire 911 Responses by ZIP Code (2016-2020)' area is the 'Police HQ' located in?",Within,,"More than 30,000",3
q_0142,607,"More than 30,000",2025-08-24 23:00:43.902978+00,3,yes,Can be answered,Multi,"In the City of Seattle, which 'Fire 911 Responses by ZIP Code (2016-2020)' area is the 'Police HQ' located in?",Within,,"More than 30,000",3
q_0142,653,"More than 30,000",2025-08-25 05:24:59.504152+00,4,yes,Can be answered,Multi,"In the City of Seattle, which 'Fire 911 Responses by ZIP Code (2016-2020)' area is the 'Police HQ' located in?",Within,,"More than 30,000",3
q_0147,265,West,2025-08-21 21:59:59.565423+00,122,yes,Can be answered,Multi,"Within North Shore Levee West, what is the orientation of the southeast corner of ‘Wetland 22’ relative to the ‘Hoquiam Tidal Channel’?",Orientation,,South West,3
q_0147,294,West,2025-08-21 23:18:03.729394+00,5,yes,Can be answered,Multi,"Within North Shore Levee West, what is the orientation of the southeast corner of 'Wetland 22' relative to the 'Hoquiam Tidal Channel'?",Orientation,,South West,3
q_0147,567,South West,2025-08-24 21:02:15.029564+00,6,yes,Can be answered,Multi,"Within North Shore Levee West, what is the orientation of the southeast corner of 'Wetland 22' relative to the 'Hoquiam Tidal Channel'?",Orientation,,South West,3
q_0148,101,Areas of Basins,2025-08-21 07:47:30.823344+00,8,yes,Can be answered,Multi,"In the Flood Hazard Zones map, by what other name is the 'Vegetation Removal Area' of the T.C. Jester Stormwater Detention Basin referred?",Equal,,Areas of Basins,3
q_0148,266,Areas of Basins,2025-08-21 22:00:19.010321+00,122,yes,Can be answered,Multi,"In the Flood Hazard Zones map, by what other name is the 'Vegetation Removal Area' of the T.C. Jester Stormwater Detention Basin referred?",Equal,,Areas of Basins,3
q_0148,836,Areas of Basins,2025-08-26 04:57:55.5222+00,7,yes,Can be answered,Multi,"In the Flood Hazard Zones map, by what other name is the 'Vegetation Removal Area' of the T.C. Jester Stormwater Detention Basin referred?",Equal,,Areas of Basins,3
q_0150,486,North Shore Levee (West),2025-08-23 19:37:33.398359+00,122,yes,Can be answered,Multi,The Aberdeen–Hoquiam North Shore Levee is classified into three categories. In which category is the 'Hoquiam Police Station' located?,Intersect,,North Shore Levee (West),3
q_0150,616,North Shore Levee (West),2025-08-25 02:06:12.619615+00,3,yes,Can be answered,Multi,The Aberdeen-Hoquiam North Shore Levee is classified into three categories. In which category is the 'Hoquiam Police Station' located?,Intersect,,North Shore Levee (West),3
q_0150,655,North Shore Levee (West),2025-08-25 05:44:55.231798+00,4,yes,Can be answered,Multi,The Aberdeen-Hoquiam North Shore Levee is classified into three categories. In which category is the 'Hoquiam Police Station' located?,Intersect,,North Shore Levee (West),3
q_0151,295,18 Miles,2025-08-21 23:19:32.430761+00,5,yes,Can be answered,Multi,What is the approximate distance from the '140-Year' Ian MAT Survey Point to the northwesternmost '0.0-3.0' Elevation (ft NAVD88) point of Ian USGS High Water Mark in Bokeelia?,Distance,,18Miles,3
q_0151,487,15 Miles,2025-08-23 19:38:32.127258+00,122,yes,Can be answered,Multi,What is the approximate distance from the '140-Year' Ian MAT Survey Point to the northwesternmost '0.0–3.0' Elevation (ft NAVD88) point of Ian USGS High Water Mark in Bokeelia?,Distance,,18Miles,3
q_0151,568,20 Miles,2025-08-24 21:04:35.901595+00,6,yes,Can be answered,Multi,What is the approximate distance from the '140-Year' Ian MAT Survey Point to the northwesternmost '0.0-3.0' Elevation (ft NAVD88) point of Ian USGS High Water Mark in Bokeelia?,Distance,,18Miles,3
q_0152,102,18; 11,2025-08-21 07:48:47.562141+00,8,yes,Can be answered,Multi,"Each 'APE' region in the LPDM NM #1 Los Luceros Fire Mitigation Project is associated with a number (e.g., 151). Which 'APE' types overlap with the 'Orchard' Project Area Classifications?",Within,,18; 11,3
q_0152,488,11; 18,2025-08-23 19:46:44.40425+00,122,yes,Can be answered,Multi,"Each 'APE' region in the LPDM NM #1 Los Luceros Fire Mitigation Project is associated with a number (e.g., 151). Which 'APE' types overlap with the 'Orchard' Project Area Classifications?",Within,,18; 11,3
q_0152,837,18; 11,2025-08-26 04:58:19.932102+00,7,yes,Can be answered,Multi,"Each 'APE' region in the LPDM NM #1 Los Luceros Fire Mitigation Project is associated with a number (e.g., 151). Which 'APE' types overlap with the 'Orchard' Project Area Classifications?",Within,,18; 11,3
q_0153,331,Regulatory Floodway; 1% Annual Chance Flood Hazard,2025-08-22 04:30:42.306253+00,9,yes,Can be answered,Multi,"In the T.C. Jester Stormwater Detention Basin, what are the 'Flood Hazard Zones' that contain the two 'Wet-Bottom Area in Proposed Basins'?",Within,,1% Annual Chance Flood Hazard; Regulatory Floodway,3
q_0153,489,Regulatory Floodway; 1% Annual Chance Flood Hazard,2025-08-23 19:47:36.648385+00,122,yes,Can be answered,Multi,"In the T.C. Jester Stormwater Detention Basin, what are the ‘Flood Hazard Zones’ that contain the two ‘Wet-Bottom Area in Proposed Basins’?",Within,,1% Annual Chance Flood Hazard; Regulatory Floodway,3
q_0153,1066,Regulatory Floodway; 1% Annual Chance Flood Hazard,2025-08-28 04:01:25.688917+00,10,yes,Can be answered,Multi,"In the T.C. Jester Stormwater Detention Basin, what are the 'Flood Hazard Zones' that contain the two 'Wet-Bottom Area in Proposed Basins'?",Within,,1% Annual Chance Flood Hazard; Regulatory Floodway,3
q_0154,490,East,2025-08-23 19:49:31.763982+00,122,yes,Can be answered,Multi,"What is the orientation of the Communications Tower within Prescott Park, Medford, OR, in relation to the Bear Creek Greenway within Medford city limits?",Orientation,,East,3
q_0154,617,North East,2025-08-25 02:09:05.72069+00,3,yes,Can be answered,Multi,"What is the orientation of the Communications Tower within Prescott Park, Medford, OR, in relation to the 'Bear Creek Greenway - In Medfor City Limits'?",Orientation,,East,3
q_0154,656,North East; East; South East,2025-08-25 05:50:21.62693+00,4,no,Can be answered,Multi,"What is the orientation of the Communications Tower within Prescott Park, Medford, OR, in relation to the 'Bear Creek Greenway - In Medfor City Limits'?",Orientation,,East,3
q_0155,296,Category 4,2025-08-21 23:20:58.824344+00,5,yes,Can be answered,Multi,"Both the Hurricane Charley line and the Hurricane Ian line are divided into multiple categories. Which category intersects with Hardee County, Florida?",Equal,,Category 4,3
q_0155,491,Category 4,2025-08-23 19:51:14.527203+00,122,yes,Can be answered,Multi,"Both the Hurricane Charley line and the Hurricane Ian line are divided into multiple categories. Which category intersects with Hardee County, Florida?",Equal,,Category 4,3
q_0155,569,Category 4,2025-08-24 21:08:34.499464+00,6,yes,Can be answered,Multi,"Both the Hurricane Charley line and the Hurricane Ian line are divided into multiple categories. Which category of Hurricane Charley intersects with Hardee County, Florida?",Equal,,Category 4,3
q_0159,297,Sanitary mainlines,2025-08-21 23:22:18.925603+00,5,yes,Can be answered,Multi,"In the City of Seattle, which type of 'Wastewater system mainline' has the most overlapping service area with the 'Stormwater system mainline'?",Equal,,Sanitary mainlines,3
q_0159,501,Sanitary mainlines,2025-08-24 19:06:30.017956+00,122,yes,Can be answered,Multi,"In the City of Seattle, which type of 'Wastewater system mainline' has the most overlapping service area with the 'Stormwater system mainline'?",Equal,,Sanitary mainlines,3
q_0159,570,Sanitary mainlines,2025-08-24 21:11:51.112903+00,6,yes,Can be answered,Multi,"In the City of Seattle, which type of 'Wastewater system mainline' has the most overlapping service area with the 'Stormwater system mainline'?",Equal,,Sanitary mainlines,3
q_0160,104,Delineated Wetlands,2025-08-21 07:50:58.011773+00,8,yes,Can be answered,Multi,The T.C. Jester Stormwater Detention Basin consists of several area types ending with 'Wetlands'. Which type overlaps with the 'Proposed Basin 1A' Action Area? Provide the answer including the word 'Wetlands'.,Within,,Delineated Wetlands,3
q_0160,382,Delineated Wetlands,2025-08-22 09:19:58.747866+00,7,,Can be answered,Multi,The T.C. Jester Stormwater Detention Basin consists of several area types ending with 'Wetlands'. Which type overlaps with the 'Proposed Basin 1A' Action Area? Provide the answer including the word 'Wetlands'.,Within,,Delineated Wetlands,3
q_0160,502,Delineated Wetlands,2025-08-24 19:07:14.126328+00,122,yes,Can be answered,Multi,The T.C. Jester Stormwater Detention Basin consists of several area types ending with 'Wetlands'. Which type overlaps with the 'Proposed Basin 1A' Action Area? Provide the answer including the word 'Wetlands'.,Within,,Delineated Wetlands,3
q_0162,504,4th Segment of Construction,2025-08-24 19:09:47.601347+00,122,yes,Can be answered,Multi,"In North Shore Levee West, the Proposed Action Sequence classifies five types of construction segments. The ‘Raised Roadway’ of North Shore Levee West corresponds to which construction segment? Provide the answer excluding the part in parentheses.",Equal,,4th Segment of Construction,3
q_0162,619,4th Segment of Construction,2025-08-25 02:17:09.3389+00,3,yes,Can be answered,Multi,"In North Shore Levee West, the Proposed Action Sequence classifies five types of construction segments. The 'Raised Roadway' of North Shore Levee West corresponds to which construction segment? Provide the answer excluding the part in parentheses.",Equal,,4th Segment of Construction,3
q_0162,658,4th Segment of Construction,2025-08-25 05:54:40.132951+00,4,yes,Can be answered,Multi,"In North Shore Levee West, the Proposed Action Sequence classifies five types of construction segments. The 'Raised Roadway' of North Shore Levee West corresponds to which construction segment? Provide the answer excluding the part in parentheses.",Equal,,4th Segment of Construction,3
q_0163,298,Permanent Impact Area,2025-08-21 23:24:08.021691+00,5,yes,Can be answered,Multi,"Areas of North Shore Levee West are classified either as one of the four Areas (categories ending with 'Area') or as one of the two Wetlands (categories ending with 'Wetlands'). Within Area 10 of North Shore Levee West, which Areas or Wetlands does the 'Re-Pavement Area' overlap with?",Equal,,Permanent Impact Area,3
q_0163,505,Permanent Impact Area,2025-08-24 19:10:21.773645+00,122,yes,Can be answered,Multi,"Areas of North Shore Levee West are classified either as one of the four Areas (categories ending with 'Area') or as one of the two Wetlands (categories ending with 'Wetlands'). Within Area 10 of North Shore Levee West, which Areas or Wetlands does the 'Re-Pavement Area' overlap with?",Equal,,Permanent Impact Area,3
q_0163,571,Permanent Impact Area,2025-08-24 21:15:56.864752+00,6,yes,Can be answered,Multi,"Areas of North Shore Levee West are classified either as one of the four Areas (categories ending with 'Area') or as one of the two Wetlands (categories ending with 'Wetlands'). Within Area 10 of North Shore Levee West, which Areas or Wetlands does the 'Re-Pavement Area' overlap with?",Equal,,Permanent Impact Area,3
q_0166,508,West,2025-08-24 19:17:07.825332+00,122,yes,Can be answered,Multi,"In the Lumberton Loop Project Area, what is the orientation of the 'Crosswalk Stripping' in relation to the 'Walnut Street Component'?",Orientation,,West,3
q_0166,620,West,2025-08-25 02:18:21.022153+00,3,yes,Can be answered,Multi,"In the Lumberton Loop Project Area, what is the orientation of the 'Crosswalk Stripping' in relation to the 'Walnut Street Component'?",Orientation,,West,3
q_0166,660,North West; West; South West,2025-08-25 06:10:57.351963+00,4,yes,Can be answered,Multi,"In the Lumberton Loop Project Area, what is the orientation of the 'Crosswalk Stripping' in relation to the 'Walnut Street Component'?",Orientation,,West,3
q_0168,106,A,2025-08-21 07:52:50.389801+00,8,yes,Can be answered,Multi,"The Vegetation Removal area within the Project Area border of the Westador Stormwater Detention Basin is separated into two areas. Among the Concrete Pilot Channels (CPCs) within the Project Area, which one touches both Vegetation Removal areas? Provide only the associated alphabet.",Border,,A,3
q_0168,416,A,2025-08-22 18:58:12.533178+00,7,,Can be answered,Multi,"The Vegetation Removal area within the Project Area border of the Westador Stormwater Detention Basin is separated into two areas. Among the Concrete Pilot Channels (CPCs) within the Project Area, which one touches both Vegetation Removal areas? Provide only the associated alphabet.",Border,,A,3
q_0168,510,A,2025-08-24 19:19:30.029975+00,122,yes,Can be answered,Multi,"The Vegetation Removal area within the Project Area border of the Westador Stormwater Detention Basin is separated into two areas. Among the Concrete Pilot Channels (CPCs) within the Project Area, which one touches both Vegetation Removal areas? Provide only the associated alphabet.",Border,,A,3
q_0170,512,South West,2025-08-24 19:21:21.53066+00,122,yes,Can be answered,Multi,What is the orientation of 'Marlette Lake' within the 'Tahoe Management Unit' in relation to the point labeled 'Reese' in the Lahontan Basin?,Orientation,,South West,3
q_0170,621,South West,2025-08-25 02:19:55.912114+00,3,yes,Can be answered,Multi,What is the orientation of 'Marlette Lake' within the 'Tahoe Management Unit' in relation to the point labeled 'Reese' in the Lahontan Basin?,Orientation,,South West,3
q_0170,661,South West,2025-08-25 06:12:20.879213+00,4,yes,Can be answered,Multi,What is the orientation of 'Marlette Lake' within the 'Tahoe Management Unit' in relation to the point labeled 'Reese' in the Lahontan Basin?,Orientation,,South West,3
q_0172,107,North West,2025-08-21 07:53:20.127982+00,8,yes,Can be answered,Multi,What is the orientation of the 'Mitigation Site' in North Shore Levee West relative to the 'Staging Area' within Area 5 of North Shore Levee West?,Orientation,,North West,3
q_0172,514,North,2025-08-24 19:37:28.816844+00,122,yes,Can be answered,Multi,What is the orientation of the ‘Mitigation Site’ in North Shore Levee West relative to the ‘Staging Area’ within Area 5 of North Shore Levee West?,Orientation,,North West,3
q_0172,839,North West,2025-08-26 04:58:41.622067+00,7,yes,Can be answered,Multi,What is the orientation of the 'Mitigation Site' in North Shore Levee West relative to the 'Staging Area' within Area 5 of North Shore Levee West?,Orientation,,North West,3
q_0173,338,0.5,2025-08-22 04:43:01.66856+00,9,yes,Can be answered,Multi,"What is the approximate distance, in miles, between the two Dam Embankments in the Hancock County Flood Risk Reduction Project?",Distance,,0.62 Miles,3
q_0173,515,0.5 Miles,2025-08-24 19:38:13.003046+00,122,yes,Can be answered,Multi,"What is the approximate distance, in miles, between the two Dam Embankments in the Hancock County Flood Risk Reduction Project?",Distance,,0.62 Miles,3
q_0173,1071,0.5 miles,2025-08-28 04:08:26.524952+00,10,yes,Can be answered,Multi,"What is the approximate distance, in miles, between the two Dam Embankments in the Hancock County Flood Risk Reduction Project?",Distance,,0.62 Miles,3
q_0175,300,Small Biogas Demonstration Programme,2025-08-21 23:31:48.077202+00,5,yes,Can be answered,Multi,What is the name of the 'Irish EIP-AGRI Operational Group' that is located nearest to 'Dublin'?,Equal,,Small Biogas Demonstration Programme,3
q_0175,517,Small Biogas Demonstration Programme,2025-08-24 19:39:14.797767+00,122,yes,Can be answered,Multi,What is the name of the 'Irish EIP-AGRI Operational Group' that is located nearest to 'Dublin'?,Equal,,Small Biogas Demonstration Programme,3
q_0175,574,Small Biogas Demonstration Programme,2025-08-24 21:28:46.831512+00,6,yes,Can be answered,Multi,What is the name of the 'Irish EIP-AGRI Operational Group' that is located nearest to 'Dublin'?,Equal,,Small Biogas Demonstration Programme,3
q_0176,108,URLX; LetA; LabA,2025-08-21 07:53:33.785424+00,8,yes,Can be answered,Multi,Identify the 'Zone X500 - Areas of 500-Year Flood' region within the Virginia Street Drainage Improvements project. Which 'Soil Units' overlap with this area?,Within,,URLX; LetA; LabA,3
q_0176,518,URLX; LetA; LabA,2025-08-24 19:39:37.326156+00,122,yes,Can be answered,Multi,Identify the ‘Zone X500 – Areas of 500-Year Flood’ region within the Virginia Street Drainage Improvements project. Which ‘Soil Units’ overlap with this area?,Within,,URLX; LetA; LabA,3
q_0176,840,URLX; LetA; LabA,2025-08-26 04:59:03.413568+00,7,yes,Can be answered,Multi,Identify the 'Zone X500 - Areas of 500-Year Flood' region within the Virginia Street Drainage Improvements project. Which 'Soil Units' overlap with this area?,Within,,URLX; LetA; LabA,3
q_0178,520,A,2025-08-24 19:41:06.134228+00,122,yes,Can be answered,Multi,Which 'Evacuation Zones' is the Fort Myers Beach Fire Station #32 located in the Lee County Emergency Management?,Within,,A,3
q_0178,623,A,2025-08-25 02:26:33.011412+00,3,yes,Can be answered,Multi,Which 'Evacuation Zones' is the Fort Myers Beach Fire Station #32 located in the Lee County Emergency Management?,Within,,A,3
q_0178,666,A,2025-08-25 06:19:14.324605+00,4,yes,Can be answered,Multi,Which 'Evacuation Zones' is the Fort Myers Beach Fire Station #32 located in the Lee County Emergency Management?,Within,,A,3
q_0179,303,7,2025-08-21 23:32:41.631477+00,5,yes,Can be answered,Multi,"Within Area 7 of North Shore Levee West, how many 'Closure Structures' are located in the 'Permanent Impact Area'?",Within,,7,3
q_0179,521,7,2025-08-24 19:41:31.151357+00,122,yes,Can be answered,Multi,"Within Area 7 of North Shore Levee West, how many ‘Closure Structures’ are located in the ‘Permanent Impact Area’?",Within,,7,3
q_0179,576,7,2025-08-24 21:32:28.909212+00,6,yes,Can be answered,Multi,"Within Area 7 of North Shore Levee West, how many 'Closure Structures' are located in the 'Permanent Impact Area'?",Within,,7,3
q_0180,109,North West,2025-08-21 07:53:46.281553+00,8,yes,Can be answered,Multi,"Within North Shore Levee West, what is the orientation of 'Wetland 31' relative to 'Wetland 7'?",Orientation,,North West,3
q_0180,522,North West,2025-08-24 19:41:56.09276+00,122,yes,Can be answered,Multi,"Within North Shore Levee West, what is the orientation of ‘Wetland 31’ relative to ‘Wetland 7’?",Orientation,,North West,3
q_0180,842,North West,2025-08-26 04:59:23.026242+00,7,yes,Can be answered,Multi,"Within North Shore Levee West, what is the orientation of 'Wetland 31' relative to 'Wetland 7'?",Orientation,,North West,3
q_0181,340,Area With Reduced Flood Risk Due to Levee,2025-08-22 04:44:55.531547+00,9,yes,Can be answered,Multi,Which Flood Hazard Zone is disjoint from the 'Freshwater Forested/Shrub Wetland' in the Lumberton Loop Project Area?,Intersect,,Area With Reduced Flood Risk Due to Levee,3
q_0181,523,Area With Reduced Flood Risk Due to Levee,2025-08-24 19:42:21.763859+00,122,yes,Can be answered,Multi,Which Flood Hazard Zone is disjoint from the 'Freshwater Forested/Shrub Wetland' in the Lumberton Loop Project Area?,Intersect,,Area With Reduced Flood Risk Due to Levee,3
q_0181,1073,Area With Reduced Flood Risk Due to Levee,2025-08-28 04:10:57.34011+00,10,yes,Can be answered,Multi,Which Flood Hazard Zone is disjoint from the 'Freshwater Forested/Shrub Wetland' in the Lumberton Loop Project Area?,Intersect,,Area With Reduced Flood Risk Due to Levee,3
q_0182,524,Interbay Smith Cove,2025-08-24 19:42:52.170235+00,122,yes,Can be answered,Multi,"In the City of Seattle, what type of 'Industrial Lands Subareas' does 'Terminal 91' belong to?",Within,,Interbay Smith Cove,3
q_0182,624,Interbay Smith Cove,2025-08-25 02:29:57.823951+00,3,yes,Can be answered,Multi,"In the City of Seattle, what type of 'Industrial Lands Subareas' does 'Terminal 91' belong to?",Within,,Interbay Smith Cove,3
q_0182,667,Interbay Smith Cove,2025-08-25 06:20:18.520423+00,4,yes,Can be answered,Multi,"In the City of Seattle, what type of 'Industrial Lands Subareas' does 'Terminal 91' belong to?",Within,,Interbay Smith Cove,3
q_0184,110,North West,2025-08-21 07:54:05.451247+00,8,yes,Can be answered,Multi,Identify the road segment labeled '107'. What is the orientation of the 'Proposed Levee/Floodwall Alignment' in North Shore Levee West relative to the road labeled '107'?,Orientation,,North West,3
q_0184,526,North West,2025-08-24 19:44:48.882963+00,122,yes,Can be answered,Multi,Identify the road segment labeled ‘107’. What is the orientation of the ‘Proposed Levee/Floodwall Alignment’ in North Shore Levee West relative to the road labeled ‘107’?,Orientation,,North West,3
q_0184,843,North West,2025-08-26 04:59:54.418136+00,7,yes,Can be answered,Multi,Identify the road segment labeled '107'. What is the orientation of the 'Proposed Levee/Floodwall Alignment' in North Shore Levee West relative to the road labeled '107'?,Orientation,,North West,3
q_0188,111,South West,2025-08-21 07:54:21.60638+00,8,yes,Can be answered,Multi,"Within North Shore Levee West, what is the orientation of 'Minor St' in relation to 'Berkeley St'?",Orientation,,South West,3
q_0188,530,South West,2025-08-24 19:49:36.91092+00,122,yes,Can be answered,Multi,"Within North Shore Levee West, what is the orientation of ‘Minor St’ in relation to ‘Berkeley St’?",Orientation,,South West,3
q_0188,844,South West,2025-08-26 05:00:12.227062+00,7,yes,Can be answered,Multi,"Within North Shore Levee West, what is the orientation of 'Minor St' in relation to 'Berkeley St'?",Orientation,,South West,3
