question_ref,id,answer,timestamp,user_id,necessary,validity,map_count,question_text,spatial_relationship,noinfo_reason,expected_answer,count
q_0136,835,6; 14; 17,2025-08-26 04:57:35.215251+00,7,,Can be answered,Single,The Ordnance Survey Ireland records each 'Bathing Water Quality Status' with a unique number. What are the numbers of the points classified as having 'Sufficient' Bathing Water Quality Status within the 'Dublin Area'?,Within,,6; 14; 17,2
q_0137,327,GREEN MUBAZZARAH,2025-08-22 04:21:07.11191+00,9,,Can be answered,Single,Identify the 'Protected Landscape' located near the Al Ain National Zoo. What are the 'Destination' points that are situated within this protected landscape.,Within,,"Green Mubazzarah; Mezyad Desert Park, Jebel Hafeet Overlook",2
q_0137,722,GREEN MUBAZZARAH; JEBEL HAFEET OVERLOOK; MEZYAD DESERT PARK,2025-08-25 15:56:58.820792+00,11,,Can be answered,Single,Identify the 'Protected Landscape' located near the Al Ain National Zoo. What are the 'Destination' points that are situated within this protected landscape.,Within,,"Green Mubazzarah; Mezyad Desert Park, Jebel Hafeet Overlook",2
q_0137,1062,JEBEL HAFEET OVERLOOK; MEZYAD DESERT PARK; GREEN MUBAZZARAH,2025-08-28 03:57:24.80565+00,10,,Can be answered,Single,Identify the 'Protected Landscape' located near the Al Ain National Zoo. What are the 'Destination' points that are situated within this protected landscape.,Within,,"Green Mubazzarah; Mezyad Desert Park, Jebel Hafeet Overlook",2
q_0140,99,Borrow; Project,2025-08-21 07:44:41.335563+00,8,yes,Can be answered,Multi,"The Lake Lery Marsh Creation and Rim Restoration Phase III divides the Project Area into three categories, each named in the form of '{NAME} Area'. Which categories correspond to the Site Outline shown in Lake Lery Phase III? Provide only the NAME portion.",Equal,,Borrow; Project,2
q_0140,258,Borrow; Project,2025-08-21 21:57:19.946994+00,122,yes,Can be answered,Multi,"The Lake Lery Marsh Creation and Rim Restoration Phase III divides the Project Area into three categories, each named in the form of ‘{NAME} Area’. Which categories correspond to the Site Outline shown in Lake Lery Phase III? Provide only the NAME portion.",Equal,,Borrow; Project,2
q_0140,377,Staging Area; Borrow Area,2025-08-22 09:08:19.267893+00,7,,Can be answered,Multi,"The Lake Lery Marsh Creation and Rim Restoration Phase III divides the Project Area into three categories, each named in the form of '{NAME} Area'. Which categories correspond to the Site Outline shown in Lake Lery Phase III? Provide only the NAME portion.",Equal,,Borrow; Project,2
q_0143,261,1,2025-08-21 21:57:52.975083+00,122,yes,Can be answered,Multi,"The Marlette Lake Dam Resilient Infrastructure project labels several points along the Project Site Access Route (e.g., ‘Marlette Dam Construction Site’). How many points labeled ‘Flume Trail’ lie within the Lake Tahoe–Nevada State Park boundaries?",Within,,1,2
q_0143,293,1,2025-08-21 23:16:32.932047+00,5,yes,Can be answered,Multi,"The Marlette Lake Dam Resilient Infrastructure project labels several points along the Project Site Access Route (e.g., 'Marlette Dam Construction Site'). How many points labeled 'Flume Trail' lie within the Lake Tahoe-Nevada State Park boundaries?",Within,,1,2
q_0143,566,0,2025-08-24 20:58:55.20812+00,6,yes,Can be answered,Multi,"The Marlette Lake Dam Resilient Infrastructure project labels several points along the Project Site Access Route (e.g., 'Marlette Dam Construction Site'). How many points labeled 'Flume Trail' lie within the Lake Tahoe-Nevada State Park boundaries?",Within,,1,2
q_0144,100,Delineated Wetlands; Temporary Impact Area; Permanent Impact Area,2025-08-21 07:46:32.642717+00,8,yes,Can be answered,Multi,"Areas of North Shore Levee West are classified either as one of the four Areas (categories ending with 'Area') or as one of the two Wetlands (categories ending with 'Wetlands'). Within Area 12, which three Areas or Wetlands border the 'Re-Pavement Area'?",Border,,Delineated Wetlands; Temporary Impact Area; Permanent Impact Area,2
q_0144,262,Permanent Impact Area; Temporary Impact Area; Delineated Wetlands,2025-08-21 21:58:20.278322+00,122,yes,Can be answered,Multi,"Areas of North Shore Levee West are classified either as one of the four Areas (categories ending with 'Area') or as one of the two Wetlands (categories ending with 'Wetlands'). Within Area 12, which three Areas or Wetlands border the 'Re-Pavement Area'?",Border,,Delineated Wetlands; Temporary Impact Area; Permanent Impact Area,2
q_0144,378,,2025-08-22 09:10:11.34014+00,7,,Map doesn't contain information to answer the question,Multi,"Areas of North Shore Levee West are classified either as one of the four Areas (categories ending with 'Area') or as one of the two Wetlands (categories ending with 'Wetlands'). Within Area 12, which three Areas or Wetlands border the 'Re-Pavement Area'?",Border,I do not know which is Area 12.,Delineated Wetlands; Temporary Impact Area; Permanent Impact Area,2
q_0145,263,North West,2025-08-21 21:58:52.719867+00,122,yes,Can be answered,Multi,What is the orientation of the Hoover’s Spurge CNDDB Occurrence in relation to the Slender Orcutt Grass CNDDB Occurrence in the area surrounding Butte County?,Orientation,,North West,2
q_0145,329,North West,2025-08-22 04:25:35.325609+00,9,yes,Can be answered,Multi,What is the orientation of the Hoover's Spurge CNDDB Occurrence in relation to the Slender Orcutt Grass CNDDB Occurrence in the area surrounding Butte County?,Orientation,,North West,2
q_0145,1064,North,2025-08-28 03:58:56.499113+00,10,yes,Can be answered,Multi,What is the orientation of the Hoover's Spurge CNDDB Occurrence in relation to the Slender Orcutt Grass CNDDB Occurrence in the area surrounding Butte County?,Orientation,,North West,2
q_0146,264,Dredge Area,2025-08-21 21:59:20.365393+00,122,yes,Can be answered,Multi,Identify the area referred to as the Marsh Creation Borrow Area (MCBA) in the Project Proposed Action. What is this area called in the Proposed Impacts of the Lake Lery Marsh Creation and Rim Restoration Phase III?,Equal,,Dredge Area,2
q_0146,608,Dredge Area,2025-08-24 23:01:49.253887+00,3,yes,Can be answered,Multi,Identify the area referred to as the Marsh Creation Borrow Area (MCBA) in the Project Proposed Action. What is this area called in the Proposed Impacts of the Lake Lery Marsh Creation and Rim Restoration Phase III?,Equal,,Dredge Area,2
q_0146,654,,2025-08-25 05:43:34.953844+00,4,no,Map doesn't contain information to answer the question,Multi,Identify the area referred to as the Marsh Creation Borrow Area (MCBA) in the Project Proposed Action. What is this area called in the Proposed Impacts of the Lake Lery Marsh Creation and Rim Restoration Phase III?,Equal,The scale of both the images is not the same so it is impossible to exactly figure out the boundary of one area in Map 1 to the boundary of the area in map 2.,Dredge Area,2
q_0156,103,Re-Pavement Area,2025-08-21 07:49:30.322404+00,8,yes,Can be answered,Multi,"Within Area 11 of North Shore Levee West, there are three classified area for the Elements of Proposed Action. For which of these areas does the 'Roadway' serve as a boundary? Answer with the word including 'Area'.",Border,,Re-Pavement Area,2
q_0156,381,,2025-08-22 09:14:46.787057+00,7,,Map doesn't contain information to answer the question,Multi,"Within Area 11 of North Shore Levee West, there are three classified area for the Elements of Proposed Action. For which of these areas does the 'Roadway' serve as a boundary? Answer with the word including 'Area'.",Border,I do not know where is the 'Roadway'.,Re-Pavement Area,2
q_0156,492,Re-Pavement Area,2025-08-23 19:51:37.237013+00,122,yes,Can be answered,Multi,"Within Area 11 of North Shore Levee West, there are three classified area for the Elements of Proposed Action. For which of these areas does the 'Roadway' serve as a boundary? Answer with the word including 'Area'.",Border,,Re-Pavement Area,2
q_0157,332,1600 feet,2025-08-22 04:33:17.755041+00,9,yes,Can be answered,Multi,What is the approximate distance between the southwest corner of the 'Embankment' line and the easternmost point of the 'Vegetation Conversion Area' in the North Shore Levee West project?,Distance,,2400 Feet,2
q_0157,499,2400 feet,2025-08-24 19:05:24.95766+00,122,yes,Can be answered,Multi,What is the approximate distance between the southwest corner of the ‘Embankment’ line and the easternmost point of the ‘Vegetation Conversion Area’ in the North Shore Levee West project?,Distance,,2400 Feet,2
q_0157,1067,2400 feet,2025-08-28 04:02:32.813379+00,10,yes,Can be answered,Multi,What is the approximate distance between the southwest corner of the 'Embankment' line and the easternmost point of the 'Vegetation Conversion Area' in the North Shore Levee West project?,Distance,,2400 Feet,2
q_0158,500,E40; F2,2025-08-24 19:06:10.966979+00,122,,Can be answered,Single,Lorraine Hwy crosses through the northern region of the Gillespie Corners Flood Mitigation and Reconstruction Project Area. Which Zoning categories does Lorraine Hwy pass through? Provide only the zoning category codes (in {alphabet}{number} form).,Intersect,,E40; F2,2
q_0158,618,,2025-08-25 02:15:12.197476+00,3,,Map doesn't contain information to answer the question,Single,Lorraine Hwy crosses through the northern region of the Gillespie Corners Flood Mitigation and Reconstruction Project Area. Which Zoning categories does Lorraine Hwy pass through? Provide only the zoning category codes (in {alphabet}{number} form).,Intersect,I can't see Lorraine Hwy,E40; F2,2
q_0158,657,E40; F2,2025-08-25 05:52:58.193795+00,4,,Can be answered,Single,Lorraine Hwy crosses through the northern region of the Gillespie Corners Flood Mitigation and Reconstruction Project Area. Which Zoning categories does Lorraine Hwy pass through? Provide only the zoning category codes (in {alphabet}{number} form).,Intersect,,E40; F2,2
q_0161,333,US69,2025-08-22 04:34:44.216677+00,9,yes,Can be answered,Multi,All highways in the United States are labeled with the prefix 'US'. Which highways cross through the 'Benefit Area' of the Virginia Street Drainage Improvements project? Answer including the prefix 'US'.,Intersect,,US 69; US 96; US 287,2
q_0161,503,US69; US96; US287,2025-08-24 19:09:12.443286+00,122,yes,Can be answered,Multi,All highways in the United States are labeled with the prefix 'US'. Which highways cross through the 'Benefit Area' of the Virginia Street Drainage Improvements project? Answer including the prefix 'US'.,Intersect,,US 69; US 96; US 287,2
q_0161,1068,US 69; US 96; US 287,2025-08-28 04:03:43.93469+00,10,yes,Can be answered,Multi,All highways in the United States are labeled with the prefix 'US'. Which highways cross through the 'Benefit Area' of the Virginia Street Drainage Improvements project? Answer including the prefix 'US'.,Intersect,,US 69; US 96; US 287,2
q_0164,105,Meadow Branch; Walnut Street,2025-08-21 07:52:21.111448+00,8,yes,Can be answered,Multi,"The Lumberton Loop Project Area consists of multiple components named in the format '{NAME} Component'. Which of these components intersect with the Natural Surface Trail? Provide only the names, excluding the word 'Component'.",Intersect,,Meadow Branch; Walnut Street,2
q_0164,415,Meadow Branch Component,2025-08-22 18:55:27.820431+00,7,,Can be answered,Multi,"The Lumberton Loop Project Area consists of multiple components named in the format '{NAME} Component'. Which of these components intersect with the Natural Surface Trail? Provide only the names, excluding the word 'Component'.",Intersect,,Meadow Branch; Walnut Street,2
q_0164,506,Meadow Branch; Walnut Street,2025-08-24 19:10:52.123017+00,122,yes,Can be answered,Multi,"The Lumberton Loop Project Area consists of multiple components named in the format '{NAME} Component'. Which of these components intersect with the Natural Surface Trail? Provide only the names, excluding the word 'Component'.",Intersect,,Meadow Branch; Walnut Street,2
q_0165,336,ECD,2025-08-22 04:40:32.049597+00,9,yes,Can be answered,Multi,The 'Perimeter Line ~ 16.984'' in Lake Lery Phase III corresponds to which line bordering the Marsh Creation Area (MCA) as indicated in the legend?,Equal,,EARTHEN CONTAINMENT DIKE BORROW AREA (ECD-BA),2
q_0165,507,EARTHEN CONTAINMENT DIKE BORROW AREA (ECD-BA),2025-08-24 19:12:00.630782+00,122,yes,Can be answered,Multi,The 'Perimeter Line ~ 16.984′' in Lake Lery Phase III corresponds to which line bordering the Marsh Creation Area (MCA) as indicated in the legend?,Equal,,EARTHEN CONTAINMENT DIKE BORROW AREA (ECD-BA),2
q_0165,1069,PIPELINE CROSSING PLUG SEE DETAIL ON SHEET 8,2025-08-28 04:05:09.472434+00,10,yes,Can be answered,Multi,The 'Perimeter Line ~ 16.984'' in Lake Lery Phase III corresponds to which line bordering the Marsh Creation Area (MCA) as indicated in the legend?,Equal,,EARTHEN CONTAINMENT DIKE BORROW AREA (ECD-BA),2
q_0167,299,,2025-08-21 23:27:31.627858+00,5,yes,Map doesn't contain information to answer the question,Multi,Identify 'Tyrrell Park' within the Coastal Zone of the Virginia Street Drainage Improvements project. What is the orientation of the westernmost 'Proposed Detention Basin' in relation to 'Tyrrell Park'?,Orientation,Could not identify the 'Tyrrell Park',North East,2
q_0167,509,North East,2025-08-24 19:17:59.539119+00,122,yes,Can be answered,Multi,Identify ‘Tyrrell Park’ within the Coastal Zone of the Virginia Street Drainage Improvements project. What is the orientation of the westernmost ‘Proposed Detention Basin’ in relation to ‘Tyrrell Park’?,Orientation,,North East,2
q_0167,572,North East,2025-08-24 21:17:57.831364+00,6,yes,Can be answered,Multi,Identify 'Tyrrell Park' within the Coastal Zone of the Virginia Street Drainage Improvements project. What is the orientation of the westernmost 'Proposed Detention Basin' in relation to 'Tyrrell Park'?,Orientation,,North East,2
q_0171,513,6000 Feet,2025-08-24 19:37:03.983352+00,122,yes,Can be answered,Multi,Identify the two areas: the Proposed Basin labeled ‘Upl 6’ and the Isolated Wetland labeled ‘W-2’. What is the estimated shortest distance between them?,Distance,,6600 Feet,2
q_0171,573,9000  Feet,2025-08-24 21:19:41.118339+00,6,yes,Can be answered,Multi,Identify the two areas: the Proposed Basin labeled 'Upl 6' and the Isolated Wetland labeled 'W-2'. What is the estimated shortest distance between them?,Distance,,6600 Feet,2
q_0171,1013,7000 feet,2025-08-27 06:25:00.94857+00,12,yes,Can be answered,Multi,Identify the two areas: the Proposed Basin labeled 'Upl 6' and the Isolated Wetland labeled 'W-2'. What is the estimated shortest distance between them?,Distance,,6600 Feet,2
q_0174,516,Zone AE - Regulatory Floodway,2025-08-24 19:38:51.672467+00,122,yes,Can be answered,Multi,"In the Hancock County Flood Risk Reduction Project, which Flood Hazard type does the PROP MAJOR 5"" CONTOUR cross?",Intersect,,Zone AE - Regulatory Floodway,2
q_0174,622,Zone AE - Regulatory Floodway,2025-08-25 02:22:59.276669+00,3,yes,Can be answered,Multi,"In the Hancock County Flood Risk Reduction Project, which Flood Hazard type does the PROP MAJOR 5"" CONTOUR cross?",Intersect,,Zone AE - Regulatory Floodway,2
q_0174,662,,2025-08-25 06:15:06.060818+00,4,no,Map doesn't contain information to answer the question,Multi,"In the Hancock County Flood Risk Reduction Project, which Flood Hazard type does the PROP MAJOR 5"" CONTOUR cross?",Intersect,Second Map is not decipherable/unrelated to the first map.,Zone AE - Regulatory Floodway,2
q_0183,525,South West,2025-08-24 19:44:16.092927+00,122,yes,Can be answered,Multi,Identify the county in which the area labeled 'Centrol Point' is located. What is the orientation of 'Centrol Point' in relation to the Known Wolf Use Area that intersects this county?,Orientation,,South West,2
q_0183,580,South West,2025-08-24 21:41:12.736759+00,6,yes,Can be answered,Multi,Identify the county in which the area labeled 'Centrol Point' is located. What is the orientation of 'Centrol Point' in relation to the Known Wolf Use Area that intersects this county?,Orientation,,South West,2
q_0183,1014,,2025-08-27 06:26:18.225206+00,12,no,Map doesn't contain information to answer the question,Multi,Identify the county in which the area labeled 'Centrol Point' is located. What is the orientation of 'Centrol Point' in relation to the Known Wolf Use Area that intersects this county?,Orientation,There is no Centrol Point,South West,2
q_0185,341,,2025-08-22 04:45:18.890144+00,9,,Map doesn't contain information to answer the question,Multi,"The Concrete Pilot Channel C (CPC C) area in the Westador Stormwater Detention Basin corresponds to which two 'Inflow Weirs'-related areas? Provide the names exactly as given on the map, excluding the portions in parentheses.",Equal,One image is broken,Weir C; Channel,2
q_0185,527,Weir C; Channel,2025-08-24 19:46:59.53348+00,122,yes,Can be answered,Multi,"The Concrete Pilot Channel C (CPC C) area in the Westador Stormwater Detention Basin corresponds to which two ‘Inflow Weirs’-related areas? Provide the names exactly as given on the map, excluding the portions in parentheses.",Equal,,Weir C; Channel,2
q_0185,1074,Weir C; Channel,2025-08-28 04:11:56.507587+00,10,yes,Can be answered,Multi,"The Concrete Pilot Channel C (CPC C) area in the Westador Stormwater Detention Basin corresponds to which two 'Inflow Weirs'-related areas? Provide the names exactly as given on the map, excluding the portions in parentheses.",Equal,,Weir C; Channel,2
q_0186,528,South,2025-08-24 19:47:21.416202+00,122,yes,Can be answered,Multi,What is the orientation of the ‘Visitor Center Complex’ relative to the ‘Diversion Dam’ in the LPDM NM #1 Los Luceros Fire Mitigation Project?,Orientation,,South,2
q_0186,625,South,2025-08-25 02:30:32.074054+00,3,yes,Can be answered,Multi,What is the orientation of the 'Visitor Center Complex' relative to the 'Diversion Dam' in the LPDM NM #1 Los Luceros Fire Mitigation Project?,Orientation,,South,2
q_0186,670,,2025-08-25 06:24:07.532192+00,4,no,Map doesn't contain information to answer the question,Multi,What is the orientation of the 'Visitor Center Complex' relative to the 'Diversion Dam' in the LPDM NM #1 Los Luceros Fire Mitigation Project?,Orientation,Map 2 doesn't contain enough information to be easily orientable in relation to map 1,South,2
q_0187,529,8; 9.12; 10.11; 4.13,2025-08-24 19:49:07.258169+00,122,yes,Can be answered,Multi,Every 'Screenline' in the City of Seattle is associated with a unique ID in the format {NUMBER}.{NUMBER}. Which screenlines intersect with State Routes/Freeways?,Intersect,,8; 10.11; 9.12; 4.13,2
q_0187,581,8; 10.11; 9.12; 4.13,2025-08-24 21:52:19.143236+00,6,yes,Can be answered,Multi,Every 'Screenline' in the City of Seattle is associated with a unique ID in the format {NUMBER}.{NUMBER}. Which screenlines intersect with State Routes/Freeways?,Intersect,,8; 10.11; 9.12; 4.13,2
q_0187,1015,10.11; 9.12,2025-08-27 06:27:23.887464+00,12,yes,Can be answered,Multi,Every 'Screenline' in the City of Seattle is associated with a unique ID in the format {NUMBER}.{NUMBER}. Which screenlines intersect with State Routes/Freeways?,Intersect,,8; 10.11; 9.12; 4.13,2
q_0190,532,6000 Feet,2025-08-24 19:50:46.128882+00,122,yes,Can be answered,Multi,"What is the approximate distance from the ‘6. BROOKLINE DR. FLOOD STUDY’ to the easternmost Utility Pole location in the Rayhill Memorial Trail project in Oneida County, New York?",Distance,,7500 Feet,2
q_0190,626,6000feet,2025-08-25 02:32:45.902948+00,3,yes,Can be answered,Multi,"What is the approximate distance from the '6. BROOKLINE DR. FLOOD STUDY' to the easternmost Utility Pole location in the Rayhill Memorial Trail project in Oneida County, New York?",Distance,,7500 Feet,2
q_0190,671,,2025-08-25 06:26:16.628935+00,4,no,Map doesn't contain information to answer the question,Multi,"What is the approximate distance from the '6. BROOKLINE DR. FLOOD STUDY' to the easternmost Utility Pole location in the Rayhill Memorial Trail project in Oneida County, New York?",Distance,The scales are different and the 6. BROOKLINE DR. FLOOD STUDY point can not be identified in Map 2,7500 Feet,2
q_0193,343,,2025-08-22 04:47:52.912527+00,9,yes,Map doesn't contain information to answer the question,Multi,"What area types, as indicated in the legend, compose the 'Mitigation Area' of North Shore Levee West?",Equal,what is area types?,Scrub-Shrub or Forested Wetland; Marsh or Scrub-Shrub Wetland; Tidal Channel or Mud Flat Wetland; Upland Fill Riparian Area,2
q_0193,535,Scrub-Shrub of Forested Wetland; March or Scrub-Shrub Wetland; Tidal Channel or Mud Flat Wetland; Upland Fill Riparian Area,2025-08-24 19:52:33.811476+00,122,yes,Can be answered,Multi,"What area types, as indicated in the legend, compose the 'Mitigation Area' of North Shore Levee West?",Equal,,Scrub-Shrub or Forested Wetland; Marsh or Scrub-Shrub Wetland; Tidal Channel or Mud Flat Wetland; Upland Fill Riparian Area,2
q_0193,1076,Scrub-Shrub or Forested Wetland; Tidal Channel or Mud Flat Wetland; Marsh or Scrub-Shrub Wetland; Upland Fill Riparian Area,2025-08-28 04:14:36.801535+00,10,yes,Can be answered,Multi,"What area types, as indicated in the legend, compose the 'Mitigation Area' of North Shore Levee West?",Equal,,Scrub-Shrub or Forested Wetland; Marsh or Scrub-Shrub Wetland; Tidal Channel or Mud Flat Wetland; Upland Fill Riparian Area,2
q_0200,114,70607,2025-08-21 07:58:24.968545+00,8,yes,Can be answered,Multi,Identify the 'Water Tank' point within the Search Buffer of Corbina Rd Tract. What is the ZIP code of the region where the Water Tank point is located?,Within,,70607,2
q_0200,426,,2025-08-22 22:24:10.920021+00,7,,Map doesn't contain information to answer the question,Multi,Identify the 'Water Tank' point within the Search Buffer of Corbina Rd Tract. What is the ZIP code of the region where the Water Tank point is located?,Within,I can not find the 'Water Tank ' in the two maps.,70607,2
q_0200,544,70607,2025-08-24 19:56:42.856284+00,122,yes,Can be answered,Multi,Identify the 'Water Tank' point within the Search Buffer of Corbina Rd Tract. What is the ZIP code of the region where the Water Tank point is located?,Within,,70607,2
q_0202,546,3,2025-08-24 19:57:33.546081+00,122,yes,Can be answered,Multi,"Within Area 6 of North Shore Levee West, how many ‘Closure Structures’ are located in the ‘Vegetation Conversion Area’?",Within,,3,2
q_0202,629,6,2025-08-25 02:39:04.891261+00,3,yes,Can be answered,Multi,"Within Area 6 of North Shore Levee West, how many 'Closure Structures' are located in the 'Vegetation Conversion Area'?",Within,,3,2
q_0202,677,3,2025-08-25 06:46:58.009057+00,4,yes,Can be answered,Multi,"Within Area 6 of North Shore Levee West, how many 'Closure Structures' are located in the 'Vegetation Conversion Area'?",Within,,3,2
q_1002,121,4. Green Network Trafalagar Park + Zonnebloem Schools,2025-08-21 17:32:16.710403+00,22,yes,Can be answered,Multi,"In Cape Town, near District Six LSDF, what is the name of the area that the easternmost (and also the longest) GREEN LINKAGE intersects?",Intersect,,4. GREEN NETWORK TRAFALAGAR PARK + ZONNEBLOEM SCHOOLS,2
q_1002,428,,2025-08-22 22:28:22.902141+00,17,,Map doesn't contain information to answer the question,Multi,"In Cape Town, near District Six LSDF, what is the name of the area that the easternmost (and also the longest) GREEN LINKAGE intersects?",Intersect,I can not understand the map and match the question to the map. There is too much information in the map.,4. GREEN NETWORK TRAFALAGAR PARK + ZONNEBLOEM SCHOOLS,2
q_1002,585,GREEN NETWORK,2025-08-24 22:10:37.612793+00,16,yes,Can be answered,Multi,"In Cape Town, near District Six LSDF, what is the name of the area that the easternmost (and also the longest) GREEN LINKAGE intersects?",Intersect,,4. GREEN NETWORK TRAFALAGAR PARK + ZONNEBLOEM SCHOOLS,2
q_1004,123,WFD Catchments,2025-08-21 17:42:19.35658+00,22,yes,Can be answered,Multi,What type of Targeting Agricultural Measures WFD 2nd Cycle Significant Pressures exists in Northern Ireland?,Within,,WFD Catchments,2
q_1004,738,P/ Sediment Measures,2025-08-25 22:02:10.215199+00,20,no,Can be answered,Multi,What type of Targeting Agricultural Measures WFD 2nd Cycle Significant Pressures exists in Northern Ireland?,Within,,WFD Catchments,2
q_1004,800,WFD Catchments,2025-08-26 03:06:56.043483+00,21,yes,Can be answered,Multi,What type of Targeting Agricultural Measures WFD 2nd Cycle Significant Pressures exists in Northern Ireland?,Within,,WFD Catchments,2
q_1005,124,Urban Motorway,2025-08-21 17:43:22.25939+00,22,yes,Can be answered,Multi,"In Cape Town, what type of MOBILITY intersects with Pausing Spaces Along Streets in both Area 4 and Area 5?",Intersect,,URBAN MOTORWAY,2
q_1005,349,,2025-08-22 05:26:44.36575+00,12,no,Map doesn't contain information to answer the question,Multi,"In Cape Town, what type of MOBILITY intersects with Pausing Spaces Along Streets in both Area 4 and Area 5?",Intersect,"The question is confusing, not sure what it is asking",URBAN MOTORWAY,2
q_1005,896,Urban Motorway,2025-08-27 00:49:24.418567+00,13,yes,Can be answered,Multi,"In Cape Town, what type of MOBILITY intersects with Pausing Spaces Along Streets in both Area 4 and Area 5?",Intersect,,URBAN MOTORWAY,2
q_1006,125,Bloemhof Rd,2025-08-21 17:43:57.242572+00,22,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what is the road name where Zone 43 and Zone 37 in the SATURN Zone System with 1996 Base Network border each other?",Border,,Bloemhof Rd,2
q_1006,348,Bloemhof Rd,2025-08-22 05:23:50.538394+00,15,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what is the road name where Zone 43 and Zone 37 in the SATURN Zone System with 1996 Base Network border each other?",Border,,Bloemhof Rd,2
q_1006,469,Bioemhof Rd,2025-08-23 17:26:03.418161+00,14,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what is the road name where Zone 43 and Zone 37 in the SATURN Zone System with 1996 Base Network border each other?",Border,,Bloemhof Rd,2
q_1007,126,11 Miles,2025-08-21 17:47:00.087198+00,22,yes,Can be answered,Multi,What is the approximate distance from the Ames Lake of Seattle to the northeastmost end point of Transmission Pipeline in Seattle Regional Water Supply System?,Distance,,12.5Miles,2
q_1007,430,,2025-08-22 22:30:59.338951+00,17,,Map doesn't contain information to answer the question,Multi,What is the approximate distance from the Ames Lake of Seattle to the northeastmost end point of Transmission Pipeline in Seattle Regional Water Supply System?,Distance,I can not read the words on the map especially the left one. It is to blur.,12.5Miles,2
q_1007,589,15,2025-08-24 22:24:29.62341+00,16,yes,Can be answered,Multi,What is the approximate distance from the Ames Lake of Seattle to the northeastmost end point of Transmission Pipeline in Seattle Regional Water Supply System?,Distance,,12.5Miles,2
q_1014,133,North West,2025-08-21 17:52:15.604521+00,22,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what is the orientation of the Retail area in Existing Land Uses & Activities relative to the PAWC Vacant Land in Existing Open Space Network?",Orientation,,North West,2
q_1014,806,North West,2025-08-26 03:22:56.43654+00,21,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what is the orientation of the Retail area in Existing Land Uses & Activities relative to the PAWC Vacant Land in Existing Open Space Network?",Orientation,,North West,2
q_1014,1016,South,2025-08-27 22:47:43.045802+00,20,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what is the orientation of the Retail area in Existing Land Uses & Activities relative to the PAWC Vacant Land in Existing Open Space Network?",Orientation,,North West,2
q_1017,137,Yosemite; Bass Lake,2025-08-21 18:06:56.621671+00,22,yes,Can be answered,Multi,"In the vicinity of Yosemite National Park, which quadrangle does the northernmost segment of CA-41 Highway (north of the city of Oakhurst) intersect with?",Intersect,,Yosemite; Bass Lake,2
q_1017,609,Bass Lake,2025-08-24 23:10:22.023558+00,16,yes,Can be answered,Multi,"Within California and Nevada, all road segments are assigned a number. Identify the road segment of the road labeled '41' located above Oakhurst. Which quadrangle around Yosemite National Park does this segment intersect with?",Intersect,,Yosemite; Bass Lake,2
q_1017,849,Yosemite; Bass Lake,2025-08-26 05:01:54.235541+00,17,yes,Can be answered,Multi,"Within California and Nevada, all road segments are assigned a number. Identify the road segment of the road labeled '41' located above Oakhurst. Which quadrangle around Yosemite National Park does this segment intersect with?",Intersect,,Yosemite; Bass Lake,2
q_1018,138,22 MILES,2025-08-21 18:08:24.391517+00,22,yes,Can be answered,Multi,What is the approximate distance from the Two Medicine Lake to the Logan Pass in the Glacier National Park? Answer in MILES.,Distance,,22.5MILES,2
q_1018,386,22.5 miles,2025-08-22 10:28:53.926822+00,18,yes,Can be answered,Multi,What is the approximate distance from the Two Medicine Lake to the Logan Pass in the Glacier National Park? Answer in MILES.,Distance,,22.5MILES,2
q_1018,911,22.5,2025-08-27 01:18:23.274604+00,19,yes,Can be answered,Multi,What is the approximate distance from the Two Medicine Lake to the Logan Pass in the Glacier National Park? Answer in MILES.,Distance,,22.5MILES,2
q_1019,139,PILOT PEAK,2025-08-21 18:09:55.638904+00,22,yes,Can be answered,Multi,Which 15-Minute Quadrangle surrounding Yellowstone National Park are the heavy line segments of the Heart Mountain Fault located in?,Equal,,PILOT PEAK,2
q_1019,960,ABIATHAR PEAK,2025-08-27 04:16:36.034175+00,21,yes,Map doesn't contain information to answer the question,Multi,Which 15-Minute Quadrangle surrounding Yellowstone National Park are the heavy line segments of the Heart Mountain Fault located in?,Equal,I'm not confident about the answer,PILOT PEAK,2
q_1019,1017,PILOT PEAK,2025-08-27 22:54:36.567642+00,20,no,Can be answered,Multi,Which 15-Minute Quadrangle surrounding Yellowstone National Park are the heavy line segments of the Heart Mountain Fault located in?,Equal,,PILOT PEAK,2
q_1022,146,OLDER MESOZOIC ROCKS; YOUNGER CRETACEOUS AND TERTIARY ROCKS,2025-08-21 18:17:00.128637+00,22,yes,Can be answered,Multi,What are the Rocks areas covered by the Published geologic maps by O'Sullivan and Beikman near La Vida Mission quadrangle?,Equal,,OLDER MESOZOIC ROCKS; YOUNGER CRETACEOUS AND TERTIARY ROCKS,2
